inchikey,chembl_id,drug_name,smiles,phase,n_protein_links,n_unique_genes,n_pathway_links,n_unique_pathways,n_moa_links,n_unique_moa,max_phase,n_unique_genes_log,n_unique_pathways_log,n_unique_moa_log,mechanistic_score,phase_bonus,CYP3A4_p0,CYP3A4_p1,CYP3A4_inhibition,AMES_p0,AMES_p1,AMES_mutagenic,BBB_p0,BBB_p1,BBB_penetration,hERG_p0,hERG_p1,hERG_inhibition,PAMPA_p0,PAMPA_p1,PAMPA_permeability,logS,logS_lower_bound,logS_upper_bound,Capped_logS_lower_bound,Capped_logS_upper_bound,logP,CYP2C19_p0,CYP2C19_p1,CYP2C19_inhibition,CYP2D6_p0,CYP2D6_p1,CYP2D6_inhibition,CYP1A2_p0,CYP1A2_p1,CYP1A2_inhibition,CYP2C9_p0,CYP2C9_p1,CYP2C9_inhibition,PGP_p0,PGP_p1,PGP_inhibition,admet_penalty,logS_norm,logP_norm,admet_reg_bonus,mechanistic_score_norm,overall_score,assay_top_uM,assay_series_uM
VWQWXZAWFPZJDA-CGVGKPPMSA-M,CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.885,0.0137,0.0,0.791,0.0274,0.0,0.14,0.36,1,0.633,0.071,0.0,0.796,0.015,0.0,-3.83,-5.23,-2.44,-5.23,-2.44,0.8626000000000005,0.703,0.0421,0.0,0.888,0.0178,0.0,0.887,0.00664,0.0,0.768,0.0265,0.0,0.832,0.0113,0.0,0.0,0.52125,0.7156500000000001,0.12369000000000002,0.0,0.018553500000000004,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
GAGWJHPBXLXJQN-UORFTKCHSA-N,CHEMBL1773,CAPECITABINE,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.665,0.0561,0.0,0.722,0.035,0.0,0.0756,0.831,1,0.635,0.0768,0.0,0.673,0.057,0.0,-4.01,-4.95,-3.07,-4.95,-3.07,0.7601999999999995,0.882,0.0118,0.0,0.604,0.0989,0.0,0.846,0.0107,0.0,0.514,0.101,0.0,0.511,0.094,0.0,0.0,0.49875,0.6900499999999998,0.11887999999999999,0.0,0.017831999999999997,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
UEJJHQNACJXSKW-UHFFFAOYSA-N,CHEMBL468,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.358,0.18,0.0,0.601,0.0372,0.0,0.105,0.435,1,0.356,0.164,0.0,0.803,0.0155,0.0,-2.88,-3.81,-1.95,-3.81,-1.95,0.0877999999999999,0.621,0.0562,0.0,0.488,0.142,0.0,0.572,0.041,0.0,0.349,0.162,0.0,0.482,0.107,0.0,0.0,0.64,0.5219499999999999,0.116195,0.0,0.01742925,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
ROAIXOJGRFKICW-UHFFFAOYSA-N,CHEMBL1201104,METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.62,0.0646,0.0,0.205,0.181,0.0,0.102,0.619,1,0.885,0.0209,0.0,0.53,0.114,0.0,0.52,0.0616,0.977,0.0616,0.977,-0.518799999999997,0.273,0.215,0.5,0.825,0.0394,0.0,0.63,0.0267,0.0,0.72,0.0523,0.0,0.575,0.103,0.0,0.15,1.0,0.37030000000000074,0.13703000000000007,0.0,0.01717950000000001,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
BOFQWVMAQOTZIW-UHFFFAOYSA-N,CHEMBL550348,DEFERASIROX,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.939,0.00737,0.0,0.494,0.0717,0.0,0.276,0.129,0,0.881,0.02,0.0,0.92,0.0108,0.0,-3.46,-4.33,-2.59,-4.33,-2.59,3.710700000000001,0.356,0.143,0.0,0.651,0.0966,0.0,0.422,0.0749,0.0,0.379,0.154,0.0,0.646,0.057,0.0,0.0,0.5675,0.5723249999999998,0.11398249999999997,0.0,0.017097374999999995,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
FBHSPRKOSMHSIF-GRMWVWQJSA-N,CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.599,0.0726,0.0,0.462,0.0677,0.0,0.0447,0.74,1,0.507,0.109,0.0,0.5,0.152,0.0,-3.96,-4.58,-3.34,-4.58,-3.34,2.5632,0.7,0.0444,0.0,0.514,0.125,0.0,0.5,0.0593,0.0,0.653,0.0623,0.0,0.274,0.174,0.5,0.15,0.505,0.8592,0.13641999999999999,0.0,0.017088,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
CPTBDICYNRMXFX-UHFFFAOYSA-N,CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,CNNCc1ccc(C(=O)NC(C)C)cc1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.906,0.0106,0.0,0.948,0.00911,0.0,0.262,0.132,0,0.679,0.0608,0.0,0.494,0.124,0.0,-1.5,-2.28,-0.722,-2.28,-0.722,1.0487999999999995,0.683,0.0512,0.0,0.524,0.116,0.0,0.0589,0.455,1.0,0.848,0.0134,0.0,0.514,0.111,0.0,0.3,0.8125,0.7621999999999999,0.15747,0.0,0.0168705,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
PSVUJBVBCOISSP-SPFKKGSWSA-N,CHEMBL2107143,GLUFOSFAMIDE,O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.693,0.0461,0.0,0.303,0.122,0.0,0.237,0.153,0,0.924,0.0126,0.0,0.933,0.00262,0.0,-0.159,-0.57,0.252,-0.57,0.252,-1.4322,0.618,0.0598,0.0,0.67,0.0711,0.0,0.603,0.0383,0.0,0.343,0.177,0.0,0.671,0.0447,0.0,0.0,0.980125,0.14195000000000002,0.11220750000000002,0.0,0.016831125000000002,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
DJHCCTTVDRAMEH-DUUJBDRPSA-N,CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.302,0.209,0.0,0.708,0.0394,0.0,0.0471,0.918,1,0.268,0.195,0.0,0.195,0.535,1.0,-3.14,-3.83,-2.45,-3.83,-2.45,3.942700000000003,0.506,0.0877,0.0,0.502,0.143,0.0,0.473,0.0618,0.0,0.702,0.0474,0.0,0.643,0.0544,0.0,0.0,0.6074999999999999,0.5143249999999993,0.11218249999999992,0.0,0.016827374999999988,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
BMCQMVFGOVHVNG-TUFAYURCSA-N,CHEMBL1683,HYDROCORTISONE BUTYRATE,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.531,0.0942,0.0,0.716,0.0323,0.0,0.104,0.434,1,0.545,0.102,0.0,0.445,0.14,0.0,-5.14,-5.88,-4.4,-5.88,-4.4,3.132600000000002,0.53,0.0818,0.0,0.555,0.102,0.0,0.734,0.0195,0.0,0.642,0.0604,0.0,0.799,0.0213,0.0,0.0,0.35750000000000004,0.7168499999999995,0.10743499999999995,0.0,0.01611524999999999,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
WJOHZNCJWYWUJD-IUGZLZTKSA-N,CHEMBL1501,FLUOCINONIDE,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.422,0.138,0.0,0.511,0.0604,0.0,0.0121,0.98,1,0.429,0.131,0.0,0.457,0.171,0.0,-5.66,-6.6,-4.72,-6.6,-4.72,2.937600000000001,0.848,0.016,0.0,0.715,0.0715,0.0,0.632,0.031,0.0,0.64,0.0631,0.0,0.815,0.0277,0.0,0.0,0.2925,0.7655999999999997,0.10580999999999996,0.0,0.015871499999999993,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
VCKUSRYTPJJLNI-UHFFFAOYSA-N,CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.0708,0.558,1.0,0.222,0.172,0.0,0.15,0.303,1,0.782,0.0431,0.0,0.242,0.391,1.0,-2.09,-3.14,-1.03,-3.14,-1.03,1.0567999999999995,0.707,0.0427,0.0,0.415,0.17,0.0,0.536,0.0523,0.0,0.409,0.146,0.0,0.814,0.0272,0.0,0.3,0.73875,0.7641999999999999,0.15029499999999998,0.0,0.015794249999999996,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
OGSBUKJUDHAQEA-WMCAAGNKSA-N,CHEMBL1201746,PRALATREXATE,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.996,0.00131,0.0,0.845,0.016,0.0,0.578,0.0205,0,0.822,0.0264,0.0,0.982,0.00384,0.0,-5.73,-6.18,-5.27,-6.18,-5.27,0.9816000000000004,0.957,0.0033,0.0,0.965,0.00759,0.0,0.97,0.00115,0.0,0.855,0.0109,0.0,0.979,0.0102,0.0,0.0,0.28374999999999995,0.7454000000000001,0.102915,0.0,0.01543725,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
ILKJAFIWWBXGDU-MOGDOJJUSA-N,CHEMBL1200732,AMCINONIDE,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.583,0.0785,0.0,0.613,0.0467,0.0,0.043,0.892,1,0.33,0.18,0.0,0.341,0.248,0.0,-5.01,-5.83,-4.2,-5.83,-4.2,3.5238000000000023,0.852,0.0164,0.0,0.663,0.0925,0.0,0.641,0.0325,0.0,0.77,0.0328,0.0,0.197,0.164,0.0,0.0,0.37375,0.6190499999999994,0.09927999999999995,0.0,0.014891999999999992,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
XDKMHMINQXATOR-RCFLUEAHSA-N,CHEMBL1237054,PLICAMYCIN,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.878,0.0137,0.0,0.524,0.0529,0.0,0.166,0.316,1,0.328,0.16,0.0,0.885,0.0116,0.0,-3.56,-4.07,-3.04,-4.07,-3.04,-0.2492799999999888,0.897,0.00884,0.0,0.478,0.149,0.0,0.829,0.0099,0.0,0.75,0.0296,0.0,0.807,0.0495,0.0,0.0,0.5549999999999999,0.43768000000000284,0.09926800000000029,0.0,0.014890200000000043,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
SNHRLVCMMWUAJD-SUYDQAKGSA-N,CHEMBL1497,BETAMETHASONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.405,0.143,0.0,0.817,0.0247,0.0,0.148,0.387,1,0.578,0.0874,0.0,0.235,0.427,1.0,-4.85,-5.63,-4.06,-5.63,-4.06,3.6368000000000023,0.446,0.11,0.0,0.489,0.152,0.0,0.659,0.0273,0.0,0.312,0.193,0.0,0.597,0.0522,0.0,0.0,0.39375000000000004,0.5907999999999994,0.09845499999999996,0.0,0.014768249999999993,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
IWUCXVSUMQZMFG-AFCXAGJDSA-N,CHEMBL1643,RIBAVIRIN,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.78,0.0264,0.0,0.61,0.0488,0.0,0.688,0.0147,0,0.917,0.0121,0.0,0.933,0.00224,0.0,-0.156,-0.851,0.539,-0.851,0.539,-3.0114999999999994,0.472,0.1,0.0,0.754,0.0559,0.0,0.732,0.0199,0.0,0.424,0.135,0.0,0.539,0.0814,0.0,0.0,0.9805,0.0,0.09805000000000001,0.0,0.014707500000000002,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
XGMPVBXKDAHORN-RBWIMXSLSA-N,CHEMBL1200449,TRIAMCINOLONE DIACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.577,0.0818,0.0,0.469,0.07,0.0,0.0767,0.823,1,0.298,0.193,0.0,0.479,0.174,0.0,-4.11,-4.58,-3.64,-4.58,-3.64,1.7620999999999991,0.84,0.016,0.0,0.572,0.109,0.0,0.713,0.0224,0.0,0.507,0.102,0.0,0.15,0.189,1.0,0.3,0.48624999999999996,0.9405249999999998,0.14267749999999998,0.0,0.014651624999999998,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
DQOGWKZQQBYYMW-LQGIGNHCSA-N,CHEMBL2218878,TRIMETREXATE GLUCURONATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.709,0.0546,0.0,0.747,0.033,0.0,0.0726,0.797,1,0.707,0.0503,0.0,0.557,0.106,0.0,-3.43,-3.97,-2.89,-3.97,-2.89,-0.388579999999998,0.822,0.0233,0.0,0.712,0.0612,0.0,0.621,0.0318,0.0,0.413,0.148,0.0,0.782,0.0446,0.0,0.0,0.57125,0.4028550000000005,0.09741050000000007,0.0,0.014611575000000009,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
XQFRJNBWHJMXHO-RRKCRQDMSA-N,CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.741,0.0367,0.0,0.591,0.0527,0.0,0.242,0.126,0,0.767,0.0382,0.0,0.942,0.0039,0.0,-1.97,-2.82,-1.13,-2.82,-1.13,-1.2181000000000002,0.654,0.0483,0.0,0.665,0.0743,0.0,0.694,0.0236,0.0,0.437,0.123,0.0,0.517,0.0952,0.0,0.0,0.75375,0.19547499999999995,0.0949225,0.0,0.014238375000000001,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
IEDVJHCEMCRBQM-UHFFFAOYSA-N,CHEMBL1201080,TRIMETHOPRIM HYDROCHLORIDE,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,0,0,0,0,2,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.102,0.459,1.0,0.569,0.0562,0.0,0.132,0.525,1,0.621,0.0751,0.0,0.456,0.161,0.0,-3.36,-3.97,-2.74,-3.97,-2.74,1.2575999999999998,0.905,0.0111,0.0,0.661,0.0775,0.0,0.788,0.0132,0.0,0.331,0.164,0.0,0.791,0.0313,0.0,0.3,0.5800000000000001,0.8144,0.13944,0.0,0.014166000000000002,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
RJURFGZVJUQBHK-IIXSONLDSA-N,CHEMBL1554,DACTINOMYCIN,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.0515,0.61,1.0,0.813,0.0263,0.0,0.576,0.0182,0,0.726,0.0534,0.0,0.261,0.366,0.5,-2.37,-2.71,-2.03,-2.71,-2.03,0.7256400000000032,0.452,0.104,0.0,0.986,0.0013,0.0,0.997,0.000562,0.0,0.808,0.0254,0.0,0.511,0.0899,0.0,0.3,0.70375,0.6814100000000007,0.13851600000000008,0.0,0.014027400000000013,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL2348780,VAMOROLONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.569,0.0895,0.0,0.483,0.0754,0.0,0.453,0.0338,0,0.633,0.0774,0.0,0.415,0.198,0.0,-3.45,-4.55,-2.35,-4.55,-2.35,2.752900000000001,0.366,0.143,0.0,0.452,0.142,0.0,0.55,0.0443,0.0,0.681,0.0498,0.0,0.102,0.23,1.0,0.3,0.56875,0.8117749999999998,0.1380525,0.0,0.013957875,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
FZCHYNWYXKICIO-FZNHGJLXSA-N,CHEMBL1200562,HYDROCORTISONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.535,0.0968,0.0,0.805,0.0275,0.0,0.104,0.473,1,0.584,0.0847,0.0,0.352,0.233,0.0,-5.6,-6.48,-4.71,-6.48,-4.71,3.522700000000002,0.451,0.104,0.0,0.69,0.0798,0.0,0.702,0.0195,0.0,0.471,0.113,0.0,0.766,0.04,0.0,0.0,0.30000000000000004,0.6193249999999995,0.09193249999999996,0.0,0.013789874999999993,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
PLBHSZGDDKCEHR-LFYFAGGJSA-N,CHEMBL1364144,METHYLPREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.736,0.0376,0.0,0.626,0.0458,0.0,0.00988,0.975,1,0.444,0.118,0.0,0.383,0.238,0.0,-4.32,-4.89,-3.75,-4.89,-3.75,2.3744000000000005,0.798,0.0255,0.0,0.529,0.121,0.0,0.479,0.0575,0.0,0.631,0.0629,0.0,0.00838,0.79,1.0,0.3,0.45999999999999996,0.9063999999999999,0.13663999999999998,0.0,0.013745999999999998,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
HYRKAAMZBDSJFJ-LFDBJOOHSA-N,CHEMBL1200342,PARAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.578,0.082,0.0,0.607,0.0466,0.0,0.0162,0.985,1,0.53,0.102,0.0,0.454,0.193,0.0,-4.47,-5.23,-3.7,-5.23,-3.7,2.3224,0.771,0.0282,0.0,0.603,0.11,0.0,0.634,0.0302,0.0,0.685,0.0558,0.0,0.0138,0.531,1.0,0.3,0.44125000000000003,0.9194,0.13606500000000002,0.0,0.013659750000000003,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
GHASVSINZRGABV-UHFFFAOYSA-N,CHEMBL185,FLUOROURACIL,O=c1[nH]cc(F)c(=O)[nH]1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.307,0.19,0.0,0.425,0.0834,0.0,0.689,0.0137,0,0.783,0.0365,0.0,0.681,0.0478,0.0,-1.41,-2.14,-0.668,-2.14,-0.668,-0.7977000000000001,0.741,0.0348,0.0,0.481,0.145,0.0,0.482,0.0561,0.0,0.202,0.305,0.5,0.295,0.145,0.0,0.15,0.82375,0.30057500000000004,0.1124325,0.0,0.013489875,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
HZQDCMWJEBCWBR-UUOKFMHZSA-N,CHEMBL245019,MIZORIBINE,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.896,0.0128,0.0,0.458,0.0677,0.0,0.238,0.149,0,0.893,0.0152,0.0,0.931,0.00191,0.0,-0.908,-1.8,-0.0193,-1.8,-0.0193,-2.7009,0.483,0.0949,0.0,0.622,0.0855,0.0,0.878,0.00484,0.0,0.424,0.135,0.0,0.769,0.0428,0.0,0.0,0.8865,0.0,0.08865,0.0,0.0132975,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
